glytoucan_ac,byonic,name_source,composition,mass
G00396IE,HexNAc(4)Hex(5)dHex(1) % 1786.65008149,G83555HU,HexNAc(4)Hex(5)dHex(1),1786.65008149
G00399LG,HexNAc(2) % 424.16930991,G27391WQ,HexNAc(2),424.16930991
G00401IE,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G00402KT,HexNAc(3)Hex(5)dHex(3) % 1875.68652662,G06231AO,HexNAc(3)Hex(5)dHex(3),1875.68652662
G00405TO,HexNAc(6)Hex(7)dHex(4)NeuAc(1) % 3246.18361695,G81128KB,HexNAc(6)Hex(7)dHex(4)NeuAc(1),3246.18361695
G00406II,HexNAc(2)Hex(4)dHex(1) % 1218.43851278,G82364UA,HexNAc(2)Hex(4)dHex(1),1218.43851278
G00407UJ,HexNAc(1)Hex(3) % 707.248407805,G08590QR,HexNAc(1)Hex(3),707.248407805
G00410BM,HexNAc(7)Hex(6)dHex(1) % 2557.94102281,G89009DQ,HexNAc(7)Hex(6)dHex(1),2557.94102281
G00412SV,HexNAc(4)Hex(3)dHex(1)Pent(1) % 1594.58669329,G81920JR,HexNAc(4)Hex(3)dHex(1)Pent(1),1594.58669329
G00413UF,HexNAc(5)Hex(6)NeuAc(2) % 2587.915202,G27947YN,HexNAc(5)Hex(6)NeuAc(2),2587.915202
G00418DG,HexNAc(1)Hex(2)NeuAc(1) % 836.29100094,G38025DM,HexNAc(1)Hex(2)NeuAc(1),836.29100094
G00420CS,HexNAc(5)Hex(6)dHex(1)NeuAc(3) % 3025.0685275,G94917XT,HexNAc(5)Hex(6)dHex(1)NeuAc(3),3025.0685275
G00420UH,HexNAc(7)Hex(4)NeuAc(1) % 2378.87288357,G28603RA,HexNAc(7)Hex(4)NeuAc(1),2378.87288357
G00422AZ,HexNAc(3)Hex(3)dHex(1) % 1259.46506189,G80475RE,HexNAc(3)Hex(3)dHex(1),1259.46506189
G00423IN,HexNAc(7)Hex(6)dHex(3)NeuAc(1) % 3141.15225718,G30589MK,HexNAc(7)Hex(6)dHex(3)NeuAc(1),3141.15225718
G00423TL,HexNAc(2)Hex(1)Sulpho(1) % 666.178948,G32406CO,HexNAc(2)Hex(1)Sulpho(1),666.178948
G00430ZK,HexNAc(3)Hex(3)dHex(1)NeuAc(2) % 1841.65589516,G79265CF,HexNAc(3)Hex(3)dHex(1)NeuAc(2),1841.65589516
G00432WV,HexNAc(5)Hex(6)dHex(1) % 2151.78227759,G44211QA,HexNAc(5)Hex(6)dHex(1),2151.78227759
G00432WW,HexNAc(3)Hex(2) % 951.354329515,G73004SD,HexNAc(3)Hex(2),951.354329515
G00433KW,HexNAc(2)Hex(7) % 1558.53907441,G31852PQ,HexNAc(2)Hex(7),1558.53907441
G00433UK,HexNAc(7)Hex(8)dHex(1)NeuAc(1)NeuGc(1) % 3480.2324177,G51240MJ,HexNAc(7)Hex(8)dHex(1)NeuAc(1)NeuGc(1),3480.2324177
G00435KL,HexNAc(3)Hex(5) % 1437.51280002,G39446WN,HexNAc(3)Hex(5),1437.51280002
G00435KX,HexNAc(1)Hex(2)dHex(1) % 691.253493175,G11235SR,HexNAc(1)Hex(2)dHex(1),691.253493175
G00438EF,HexNAc(5)Hex(9)dHex(1) % 2637.94074809,G16462LS,HexNAc(5)Hex(9)dHex(1),2637.94074809
G00449DS,HexNAc(4)Hex(6)NeuAc(1) % 2093.74041275,G27126ED,HexNAc(4)Hex(6)NeuAc(1),2093.74041275
G00451UT,HexNAc(6)Hex(7)dHex(1)NeuAc(4) % 3681.29614024,G95678HJ,HexNAc(6)Hex(7)dHex(1)NeuAc(4),3681.29614024
G00454PR,Hex(2) % 342.1162117,G90627TW,Hex(2),342.1162117
G00455MN,HexNAc(7)Hex(8)dHex(1) % 2882.0466698,G55216FT,HexNAc(7)Hex(8)dHex(1),2882.0466698
G00455NP,HexNAc(1)Hex(2)dHex(1) % 691.253493175,G11235SR,HexNAc(1)Hex(2)dHex(1),691.253493175
G00458CW,HexNAc(1)Hex(1)dHex(1)NeuAc(1) % 820.29608631,G98896IU,HexNAc(1)Hex(1)dHex(1)NeuAc(1),820.29608631
G00459BD,HexNAc(6)Hex(5)dHex(1)NeuAc(2) % 2774.99965997,G19517GM,HexNAc(6)Hex(5)dHex(1)NeuAc(2),2774.99965997
G00459HM,HexNAc(1)Hex(3)NeuAc(1) % 998.34382444,G09816OK,HexNAc(1)Hex(3)NeuAc(1),998.34382444
G00461ZN,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G00463XD,HexNAc(7)Hex(3)dHex(1) % 2071.78255231,G67367OT,HexNAc(7)Hex(3)dHex(1),2071.78255231
G00466XG,HexNAc(2)Hex(6)NeuAc(1) % 1687.58166755,G13381VV,HexNAc(2)Hex(6)NeuAc(1),1687.58166755
G00468IT,HexNAc(7)Hex(8) % 2735.98876093,G75568BH,HexNAc(7)Hex(8),2735.98876093
G00468KU,HexNAc(4)Hex(4) % 1478.53934912,G72787SB,HexNAc(4)Hex(4),1478.53934912
G00468NI,HexNAc(2)Hex(2)NeuGc(1) % 1055.36528817,G06048QL,HexNAc(2)Hex(2)NeuGc(1),1055.36528817
G00469BS,HexNAc(4)Hex(2)dHex(1) % 1300.49161099,G60060GI,HexNAc(4)Hex(2)dHex(1),1300.49161099
G00470UO,HexNAc(7)Hex(3)dHex(1) % 2071.78255231,G67367OT,HexNAc(7)Hex(3)dHex(1),2071.78255231
G00471UP,HexNAc(4)Hex(6)dHex(2) % 2094.76081386,G16175ZV,HexNAc(4)Hex(6)dHex(2),2094.76081386
G00480IB,HexNAc(6)Hex(3)dHex(1) % 1868.7031797,G55382TU,HexNAc(6)Hex(3)dHex(1),1868.7031797
G00480KJ,HexNAc(4)Hex(5)dHex(1)NeuAc(1) % 2077.74549812,G08293MJ,HexNAc(4)Hex(5)dHex(1)NeuAc(1),2077.74549812
G00480NH,HexNAc(4)Hex(5)dHex(3) % 2078.76589923,G87051GH,HexNAc(4)Hex(5)dHex(3),2078.76589923
G00480OQ,HexNAc(3)Hex(2) % 951.354329515,G73004SD,HexNAc(3)Hex(2),951.354329515
G00483IX,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G00484DO,HexNAc(2)Hex(9) % 1882.64472141,G80920RR,HexNAc(2)Hex(9),1882.64472141
G00484WE,HexNAc(1)Hex(1)NeuAc(1) % 674.23817744,G17015OC,HexNAc(1)Hex(1)NeuAc(1),674.23817744
G00484ZC,HexNAc(2)Hex(3)dHex(1) % 1056.38568928,G20956ZV,HexNAc(2)Hex(3)dHex(1),1056.38568928
G00487XO,HexNAc(2)Hex(10) % 2044.69754491,G83460ZZ,HexNAc(2)Hex(10),2044.69754491
G00488OU,HexNAc(4)Hex(5)dHex(4) % 2224.8238081,G05933EN,HexNAc(4)Hex(5)dHex(4),2224.8238081
G00490MQ,HexNAc(4)Hex(6)dHex(1) % 1948.70290499,G09197ZW,HexNAc(4)Hex(6)dHex(1),1948.70290499
G00490QA,Hex(1)Pent(1) % 312.105647,G25325JY,Hex(1)Pent(1),312.105647
G00491BE,HexNAc(4)Hex(5)dHex(1)NeuAc(1) % 2077.74549812,G08293MJ,HexNAc(4)Hex(5)dHex(1)NeuAc(1),2077.74549812
G00492CQ,HexNAc(3)Hex(3)dHex(1) % 1259.46506189,G80475RE,HexNAc(3)Hex(3)dHex(1),1259.46506189
G00492PO,HexNAc(3)Hex(6)dHex(2) % 1891.68144125,G50372IH,HexNAc(3)Hex(6)dHex(2),1891.68144125
G00496OX,HexNAc(4)Hex(2)dHex(2) % 1446.54951986,G64876LY,HexNAc(4)Hex(2)dHex(2),1446.54951986
G00500HT,HexNAc(4)Hex(6)dHex(1)NeuAc(2) % 2530.89373826,G18307ZZ,HexNAc(4)Hex(6)dHex(1)NeuAc(2),2530.89373826
G00503EE,HexNAc(6)Hex(5)dHex(1) % 2192.8088267,G69364JQ,HexNAc(6)Hex(5)dHex(1),2192.8088267
G00504PK,HexNAc(5)Hex(5)dHex(1) % 1989.72945409,G85740DB,HexNAc(5)Hex(5)dHex(1),1989.72945409
G00505QC,HexNAc(7)Hex(3)dHex(1) % 2071.78255231,G67367OT,HexNAc(7)Hex(3)dHex(1),2071.78255231
G00506NQ,HexNAc(2)Hex(3)dHex(3) % 1348.50150702,G18081HD,HexNAc(2)Hex(3)dHex(3),1348.50150702
G00506ZX,HexNAc(4)Hex(9)dHex(1) % 2434.86137549,G13973YO,HexNAc(4)Hex(9)dHex(1),2434.86137549
G00510MX,Hex(6) % 990.3275057,G32030CB,Hex(6),990.3275057
G00511LE,HexNAc(6)Hex(3) % 1722.64527083,G83633GK,HexNAc(6)Hex(3),1722.64527083
G00512PI,HexNAc(3)Hex(3)dHex(2) % 1405.52297075,G28997IA,HexNAc(3)Hex(3)dHex(2),1405.52297075
G00514XC,HexNAc(7)Hex(8)dHex(1)NeuAc(4) % 4046.42833634,G64615IX,HexNAc(7)Hex(8)dHex(1)NeuAc(4),4046.42833634
G00519UD,HexNAc(4)Hex(5)dHex(1)NeuAc(1) % 2077.74549812,G08293MJ,HexNAc(4)Hex(5)dHex(1)NeuAc(1),2077.74549812
G00520NI,HexNAc(5)Hex(3)NeuAc(4) % 2683.94756477,G47186OL,HexNAc(5)Hex(3)NeuAc(4),2683.94756477
G00521FQ,HexNAc(4)Hex(6)dHex(2) % 2094.76081386,G16175ZV,HexNAc(4)Hex(6)dHex(2),2094.76081386
G00524NO,HexNAc(4)Hex(5)NeuAc(2) % 2222.78300589,G00912UN,HexNAc(4)Hex(5)NeuAc(2),2222.78300589
G00527ZE,HexNAc(2)Hex(2) % 748.27495691,G53434XO,HexNAc(2)Hex(2),748.27495691
G00531ZU,HexNAc(5)Hex(5)dHex(1)NeuAc(1) % 2280.82487073,G12580WI,HexNAc(5)Hex(5)dHex(1)NeuAc(1),2280.82487073
G00536FZ,HexNAc(6)Hex(5)dHex(1) % 2192.8088267,G69364JQ,HexNAc(6)Hex(5)dHex(1),2192.8088267
G00539AO,HexNAc(6)Hex(6)NeuAc(1)NeuGc(3) % 3421.17015176,G49151OV,HexNAc(6)Hex(6)NeuAc(1)NeuGc(3),3421.17015176
G00542QA,HexNAc(3)Hex(2)dHex(1) % 1097.41223839,G02809YH,HexNAc(3)Hex(2)dHex(1),1097.41223839
G00544JF,HexNAc(4)Hex(5) % 1640.59217262,G10486CT,HexNAc(4)Hex(5),1640.59217262
G00545NQ,HexNAc(5)Hex(5)dHex(1) % 1989.72945409,G85740DB,HexNAc(5)Hex(5)dHex(1),1989.72945409
G00546ZA,HexNAc(2)Hex(3)dHex(1) % 1056.38568928,G20956ZV,HexNAc(2)Hex(3)dHex(1),1056.38568928
G00547ZN,HexNAc(2)Hex(1)Sulpho(1) % 666.178948,G32406CO,HexNAc(2)Hex(1)Sulpho(1),666.178948
G00550RP,HexNAc(6)Hex(9)dHex(1) % 2841.0201207,G95460VT,HexNAc(6)Hex(9)dHex(1),2841.0201207
G00551JZ,HexNAc(5)Hex(6)dHex(1) % 2151.78227759,G44211QA,HexNAc(5)Hex(6)dHex(1),2151.78227759
G00553AN,HexNAc(5)Hex(6)dHex(1)NeuAc(2) % 2733.97311086,G85144OK,HexNAc(5)Hex(6)dHex(1)NeuAc(2),2733.97311086
G00557UC,Hex(2)Sulpho(1) % 422.07302629,G59365RI,Hex(2)Sulpho(1),422.07302629
G00558IW,HexNAc(2)Hex(2) % 748.27495691,G53434XO,HexNAc(2)Hex(2),748.27495691
G00565QJ,HexNAc(4)Hex(3) % 1316.48652562,G35029YA,HexNAc(4)Hex(3),1316.48652562
G00567EI,HexNAc(2)Hex(1)NeuAc(1) % 877.317550045,G48586RX,HexNAc(2)Hex(1)NeuAc(1),877.317550045
G00568LN,HexNAc(4) % 830.32805512,G84435MS,HexNAc(4),830.32805512
G00569WM,HexNAc(4)Hex(2) % 1154.43370212,G29063QY,HexNAc(4)Hex(2),1154.43370212
G00572SI,HexNAc(2)Hex(4)NeuAc(2) % 1654.57143718,G98553XA,HexNAc(2)Hex(4)NeuAc(2),1654.57143718
G00574FR,HexNAc(7)Hex(7)dHex(1)NeuAc(1) % 3011.08926294,G18760WR,HexNAc(7)Hex(7)dHex(1)NeuAc(1),3011.08926294
G00577YU,Hex(1)Pent(1) % 312.105647,G25325JY,Hex(1)Pent(1),312.105647
G00580XP,HexNAc(1)Hex(3)NeuAc(1)NeuGc(1) % 1305.4341557,G09693TP,HexNAc(1)Hex(3)NeuAc(1)NeuGc(1),1305.4341557
G00582VL,HexNAc(4)Hex(5)dHex(1)Sulpho(1) % 1866.60689608,G63236GA,HexNAc(4)Hex(5)dHex(1)Sulpho(1),1866.60689608
G00584KG,HexNAc(5)Hex(4)dHex(2) % 1973.73453947,G19379ID,HexNAc(5)Hex(4)dHex(2),1973.73453947
G00584LL,HexNAc(8)Hex(8)dHex(1) % 3085.12604241,G24481HY,HexNAc(8)Hex(8)dHex(1),3085.12604241
G00586CV,HexNAc(2)Hex(10) % 2044.69754491,G83460ZZ,HexNAc(2)Hex(10),2044.69754491
G00586TU,HexNAc(9)Hex(3) % 2331.88338865,G31028YV,HexNAc(9)Hex(3),2331.88338865
G00586UK,Hex(6) % 990.3275057,G32030CB,Hex(6),990.3275057
G00588HO,HexNAc(2)Hex(10) % 2044.69754491,G83460ZZ,HexNAc(2)Hex(10),2044.69754491
G00590OY,HexNAc(2)Hex(2)dHex(1) % 894.33286578,G93579XB,HexNAc(2)Hex(2)dHex(1),894.33286578
G00591PZ,HexNAc(5)Hex(6)dHex(1) % 2151.78227759,G44211QA,HexNAc(5)Hex(6)dHex(1),2151.78227759
G00594AV,HexNAc(11)Hex(11)dHex(1) % 4180.52263072,G39258LN,HexNAc(11)Hex(11)dHex(1),4180.52263072
G00594CD,HexNAc(2)Hex(3) % 910.32778041,G28681TP,HexNAc(2)Hex(3),910.32778041
G00595HP,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G00598SQ,HexNAc(5)Hex(5)NeuAc(2) % 2425.8623785,G98611JV,HexNAc(5)Hex(5)NeuAc(2),2425.8623785
G00601UG,HexNAc(2)Hex(4)NeuAc(2) % 1654.57143718,G98553XA,HexNAc(2)Hex(4)NeuAc(2),1654.57143718
G00601VC,HexNAc(2)Hex(4) % 1072.38060391,G92050GC,HexNAc(2)Hex(4),1072.38060391
G00602IR,HexNAc(3)Hex(3)dHex(1) % 1259.46506189,G80475RE,HexNAc(3)Hex(3)dHex(1),1259.46506189
G00606LX,HexNAc(6)Hex(7)dHex(5) % 3101.14610918,G78811TO,HexNAc(6)Hex(7)dHex(5),3101.14610918
G00608BN,HexNAc(1)Hex(2) % 545.195584305,G05394UY,HexNAc(1)Hex(2),545.195584305
G00610TG,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G00615MZ,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G00618HB,HexNAc(4)Hex(3)dHex(1)Pent(1) % 1594.58669329,G81920JR,HexNAc(4)Hex(3)dHex(1)Pent(1),1594.58669329
G00619DD,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G00623OI,HexNAc(3)Hex(5)dHex(1) % 1583.57070889,G15486FH,HexNAc(3)Hex(5)dHex(1),1583.57070889
G00624KQ,HexNAc(5)Hex(4)dHex(2)Sulpho(1) % 2053.69135405,G42407LQ,HexNAc(5)Hex(4)dHex(2)Sulpho(1),2053.69135405
G00627DR,Hex(2)Sulpho(1) % 422.07302629,G59365RI,Hex(2)Sulpho(1),422.07302629
G00628MV,HexNAc(3)Hex(3)dHex(1) % 1259.46506189,G80475RE,HexNAc(3)Hex(3)dHex(1),1259.46506189
G00629DY,HexNAc(6)Hex(6)dHex(2) % 2500.91955907,G05049IC,HexNAc(6)Hex(6)dHex(2),2500.91955907
G00629YK,HexNAc(2)Hex(6) % 1396.48625091,G41247ZX,HexNAc(2)Hex(6),1396.48625091
G00631XZ,HexNAc(2)Hex(3) % 910.32778041,G28681TP,HexNAc(2)Hex(3),910.32778041
G00633GI,HexNAc(4)Hex(6) % 1802.64499612,G02886BB,HexNAc(4)Hex(6),1802.64499612
G00633PX,HexNAc(5)Hex(6)dHex(1)NeuAc(1)NeuGc(2) % 3057.05835676,G10033OC,HexNAc(5)Hex(6)dHex(1)NeuAc(1)NeuGc(2),3057.05835676
G00636QL,HexNAc(6)Hex(3)Sulpho(1) % 1802.60208542,G89430VM,HexNAc(6)Hex(3)Sulpho(1),1802.60208542
G00639LM,HexNAc(6)Hex(4)dHex(2) % 2176.81391207,G20698EO,HexNAc(6)Hex(4)dHex(2),2176.81391207
G00644FU,Hex(7)Pent(3) % 1548.5071056,G64742TX,Hex(7)Pent(3),1548.5071056
G00644ZZ,HexNAc(2)Hex(10) % 2044.69754491,G83460ZZ,HexNAc(2)Hex(10),2044.69754491
G00645SW,HexNAc(4)Hex(5)Sulpho(1) % 1720.54898721,G01550VZ,HexNAc(4)Hex(5)Sulpho(1),1720.54898721
G00647HI,HexNAc(5)Hex(6)dHex(2)NeuAc(2) % 2880.03101973,G84320LV,HexNAc(5)Hex(6)dHex(2)NeuAc(2),2880.03101973
G00647RA,HexNAc(1)Hex(4)dHex(1)NeuGc(1) % 1322.44947144,G16691WC,HexNAc(1)Hex(4)dHex(1)NeuGc(1),1322.44947144
G00650AC,HexNAc(4)Hex(6)dHex(2) % 2094.76081386,G16175ZV,HexNAc(4)Hex(6)dHex(2),2094.76081386
G00652BK,HexNAc(5)Hex(5)dHex(3) % 2281.84527183,G69107AL,HexNAc(5)Hex(5)dHex(3),2281.84527183
G00659GQ,HexNAc(1)Hex(1)dHex(1)NeuAc(1)Sulpho(2) % 980.20971549,G67437JU,HexNAc(1)Hex(1)dHex(1)NeuAc(1)Sulpho(2),980.20971549
G00660CI,HexNAc(2)Hex(2)dHex(1) % 894.33286578,G93579XB,HexNAc(2)Hex(2)dHex(1),894.33286578
G00661RU,HexNAc(8)Hex(8)dHex(1) % 3085.12604241,G24481HY,HexNAc(8)Hex(8)dHex(1),3085.12604241
G00662IB,HexNAc(5)Hex(6)NeuAc(3) % 2879.01061863,G06247RL,HexNAc(5)Hex(6)NeuAc(3),2879.01061863
G00662UH,HexNAc(5)Hex(6)dHex(1)NeuAc(2) % 2733.97311086,G85144OK,HexNAc(5)Hex(6)dHex(1)NeuAc(2),2733.97311086
G00665JQ,HexNAc(5)Hex(5)dHex(3)NeuAc(1) % 2572.94068847,G88198IB,HexNAc(5)Hex(5)dHex(3)NeuAc(1),2572.94068847
G00666EC,HexNAc(6)Hex(6)dHex(3)NeuAc(3) % 3520.26371784,G25566QA,HexNAc(6)Hex(6)dHex(3)NeuAc(3),3520.26371784
G00667DQ,HexNAc(4)Hex(4)dHex(1)NeuAc(1) % 1915.69267463,G54600FO,HexNAc(4)Hex(4)dHex(1)NeuAc(1),1915.69267463
G00667FG,HexNAc(3)Hex(2) % 951.354329515,G73004SD,HexNAc(3)Hex(2),951.354329515
G00667RI,Hex(7) % 1152.3803292,G55913GS,Hex(7),1152.3803292
G00670OT,HexNAc(5)Hex(5) % 1843.67154523,G65184UU,HexNAc(5)Hex(5),1843.67154523
G00672PE,HexNAc(1)Hex(1)dHex(1)NeuAc(1)Sulpho(1) % 900.2529009,G05761AI,HexNAc(1)Hex(1)dHex(1)NeuAc(1)Sulpho(1),900.2529009
G00673KJ,HexNAc(2)Hex(5)NeuGc(1) % 1541.52375867,G51551FB,HexNAc(2)Hex(5)NeuGc(1),1541.52375867
G00674IG,HexNAc(5)Hex(6)dHex(3)NeuAc(1) % 2734.99351197,G04784US,HexNAc(5)Hex(6)dHex(3)NeuAc(1),2734.99351197
G00675GF,HexNAc(4)Hex(5)dHex(3) % 2078.76589923,G87051GH,HexNAc(4)Hex(5)dHex(3),2078.76589923
G00677JU,HexNAc(6)Hex(3)dHex(1)Sulpho(1) % 1948.65999429,G11145KS,HexNAc(6)Hex(3)dHex(1)Sulpho(1),1948.65999429
G00683ZX,Hex(5)Phospho(1) % 908.241013125,G88372OE,Hex(5)Phospho(1),908.241013125
G00688XN,HexNAc(4)Hex(6)dHex(1) % 1948.70290499,G09197ZW,HexNAc(4)Hex(6)dHex(1),1948.70290499
G00690SD,HexNAc(1)Hex(13) % 2327.7766428,G17818RC,HexNAc(1)Hex(13),2327.7766428
G00691LW,Hex(1)dHex(1) % 326.12129707,G08453HV,Hex(1)dHex(1),326.12129707
G00691NS,HexNAc(7)Hex(8)dHex(1) % 2882.0466698,G55216FT,HexNAc(7)Hex(8)dHex(1),2882.0466698
G00693YK,HexNAc(5)Hex(5) % 1843.67154523,G65184UU,HexNAc(5)Hex(5),1843.67154523
G00695FC,HexNAc(5)Hex(5)dHex(2) % 2135.78736296,G29651HS,HexNAc(5)Hex(5)dHex(2),2135.78736296
G00695JO,HexNAc(5)Hex(3)dHex(1) % 1665.6238071,G88725PI,HexNAc(5)Hex(3)dHex(1),1665.6238071
G00696YZ,HexNAc(3)Hex(5)dHex(2)NeuAc(1) % 2020.72403439,G35235RT,HexNAc(3)Hex(5)dHex(2)NeuAc(1),2020.72403439
G00702NP,HexNAc(2)Hex(6) % 1396.48625091,G41247ZX,HexNAc(2)Hex(6),1396.48625091
G00705GA,HexNAc(2)Hex(2)Pent(1) % 880.31721571,G18999EB,HexNAc(2)Hex(2)Pent(1),880.31721571
G00706QN,HexNAc(3)Hex(3)dHex(2) % 1405.52297075,G28997IA,HexNAc(3)Hex(3)dHex(2),1405.52297075
G00706VT,HexNAc(4)Hex(7)dHex(1) % 2110.75572849,G62595EF,HexNAc(4)Hex(7)dHex(1),2110.75572849
G00706YM,HexNAc(5)Hex(6)dHex(1) % 2151.78227759,G44211QA,HexNAc(5)Hex(6)dHex(1),2151.78227759
G00707RC,HexNAc(2)Hex(2)dHex(2)Sulpho(1) % 1120.34758924,G44799CV,HexNAc(2)Hex(2)dHex(2)Sulpho(1),1120.34758924
G00709CF,HexNAc(6)Hex(4)dHex(1)NeuAc(1) % 2321.85141983,G79941IJ,HexNAc(6)Hex(4)dHex(1)NeuAc(1),2321.85141983
G00709ZM,Hex(2) % 342.1162117,G90627TW,Hex(2),342.1162117
G00711NG,Hex(5) % 828.2746822,G84322TE,Hex(5),828.2746822
G00711RI,HexNAc(7)Hex(8)NeuAc(1)NeuGc(4) % 4255.44550263,G00711RI,HexNAc(7)Hex(8)NeuAc(1)NeuGc(4),4255.44550263
G00727QV,HexNAc(5)Hex(6)dHex(1)NeuAc(2) % 2733.97311086,G85144OK,HexNAc(5)Hex(6)dHex(1)NeuAc(2),2733.97311086
G00728SN,HexNAc(3)Hex(3)dHex(1)NeuAc(2) % 1841.65589516,G79265CF,HexNAc(3)Hex(3)dHex(1)NeuAc(2),1841.65589516
G00729QB,HexNAc(1)Hex(1)dHex(1)Sulpho(1) % 609.157484265,G26918LL,HexNAc(1)Hex(1)dHex(1)Sulpho(1),609.157484265
G00729SA,HexNAc(4)Hex(2)dHex(2) % 1446.54951986,G64876LY,HexNAc(4)Hex(2)dHex(2),1446.54951986
G00735QX,HexNAc(1)Hex(2) % 545.195584305,G05394UY,HexNAc(1)Hex(2),545.195584305
G00736XN,Hex(6) % 990.3275057,G32030CB,Hex(6),990.3275057
G00738BQ,HexNAc(4)Hex(6)dHex(1)NeuAc(1) % 2239.79832162,G15038BD,HexNAc(4)Hex(6)dHex(1)NeuAc(1),2239.79832162
G00740UU,HexNAc(4)Hex(4)Sulpho(1) % 1558.49616371,G92119WG,HexNAc(4)Hex(4)Sulpho(1),1558.49616371
G00743WU,HexNAc(6)Hex(3)dHex(1)NeuAc(1) % 2159.79859634,G33556XM,HexNAc(6)Hex(3)dHex(1)NeuAc(1),2159.79859634
G00745CN,HexNAc(3)Hex(1)NeuAc(2) % 1371.49233929,G68711ZS,HexNAc(3)Hex(1)NeuAc(2),1371.49233929
G00745GK,HexNAc(3)Hex(1) % 789.301506015,G88713AC,HexNAc(3)Hex(1),789.301506015
G00745RY,HexNAc(5)Hex(5)dHex(2) % 2135.78736296,G29651HS,HexNAc(5)Hex(5)dHex(2),2135.78736296
G00747KK,HexNAc(2) % 424.16930991,G27391WQ,HexNAc(2),424.16930991
G00747UC,HexNAc(6)Hex(7) % 2370.85656483,G43669FQ,HexNAc(6)Hex(7),2370.85656483
G00754TS,HexNAc(2)Hex(2)dHex(2)Sulpho(1) % 1120.34758924,G44799CV,HexNAc(2)Hex(2)dHex(2)Sulpho(1),1120.34758924
G00757LJ,HexNAc(7)Hex(6)NeuGc(2) % 3026.06377647,G61633XP,HexNAc(7)Hex(6)NeuGc(2),3026.06377647
G00758FQ,Hex(2)dHex(1) % 488.17412057,G89864HJ,Hex(2)dHex(1),488.17412057
G00760ZJ,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G00761MZ,HexNAc(2)Hex(4)dHex(1) % 1218.43851278,G82364UA,HexNAc(2)Hex(4)dHex(1),1218.43851278
G00761OX,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G00761PI,HexNAc(5)Hex(6)NeuAc(2)Sulpho(1) % 2667.87201658,G04612UW,HexNAc(5)Hex(6)NeuAc(2)Sulpho(1),2667.87201658
G00761TV,HexNAc(1)Hex(4) % 869.301231305,G15666IG,HexNAc(1)Hex(4),869.301231305
G00763JM,HexNAc(6)Hex(3)dHex(1) % 1868.7031797,G55382TU,HexNAc(6)Hex(3)dHex(1),1868.7031797
G00774OZ,HexNAc(2)Hex(4)NeuAc(1) % 1363.47602054,G97205DE,HexNAc(2)Hex(4)NeuAc(1),1363.47602054
G00774WE,HexNAc(4)Hex(4) % 1478.53934912,G72787SB,HexNAc(4)Hex(4),1478.53934912
G00776MW,HexNAc(6)Hex(7)NeuAc(5) % 3826.33364801,G11942GC,HexNAc(6)Hex(7)NeuAc(5),3826.33364801
G00780PN,HexNAc(6)Hex(4)dHex(1)NeuAc(1) % 2321.85141983,G79941IJ,HexNAc(6)Hex(4)dHex(1)NeuAc(1),2321.85141983
G00783BQ,HexNAc(2)Hex(1) % 586.22213341,G58001LT,HexNAc(2)Hex(1),586.22213341
G00783PW,HexNAc(6)Hex(4)dHex(1) % 2030.7560032,G56610MH,HexNAc(6)Hex(4)dHex(1),2030.7560032
G00784PW,HexNAc(4)Hex(3) % 1316.48652562,G35029YA,HexNAc(4)Hex(3),1316.48652562
G00786XQ,HexNAc(3)Hex(4) % 1275.45997652,G57776ZU,HexNAc(3)Hex(4),1275.45997652
G00787AF,HexNAc(1)Hex(3)NeuAc(2) % 1289.43924108,G96970RU,HexNAc(1)Hex(3)NeuAc(2),1289.43924108
G00787XJ,HexNAc(2)Hex(4) % 1072.38060391,G92050GC,HexNAc(2)Hex(4),1072.38060391
G00788HS,HexNAc(4)Hex(6)dHex(1)NeuAc(1) % 2239.79832162,G15038BD,HexNAc(4)Hex(6)dHex(1)NeuAc(1),2239.79832162
G00789BB,HexNAc(3)Hex(5) % 1437.51280002,G39446WN,HexNAc(3)Hex(5),1437.51280002
G00789VI,HexNAc(3)Hex(3)dHex(2) % 1405.52297075,G28997IA,HexNAc(3)Hex(3)dHex(2),1405.52297075
G00794UV,HexNAc(1)Hex(3)NeuAc(1)NeuGc(1) % 1305.4341557,G09693TP,HexNAc(1)Hex(3)NeuAc(1)NeuGc(1),1305.4341557
G00797ZX,HexNAc(5)Hex(8)dHex(4) % 2914.06165121,G51412NQ,HexNAc(5)Hex(8)dHex(4),2914.06165121
G00798PL,HexNAc(2)Hex(9) % 1882.64472141,G80920RR,HexNAc(2)Hex(9),1882.64472141
G00800WJ,HexNAc(5)Hex(6)dHex(1)NeuAc(2) % 2733.97311086,G85144OK,HexNAc(5)Hex(6)dHex(1)NeuAc(2),2733.97311086
